,Target,Y_hat,Target_Sensation,Y_hat_Sensation
2086,2.0,0,Warm,Neutral
2087,1.0,1,Slighty warm,Slighty warm
2088,0.0,1,Neutral,Slighty warm
2089,1.0,0,Slighty warm,Neutral
2090,0.0,0,Neutral,Neutral
2091,0.0,0,Neutral,Neutral
2092,0.0,0,Neutral,Neutral
2093,0.0,0,Neutral,Neutral
2094,3.0,3,Hot,Hot
2095,2.0,1,Warm,Slighty warm
2096,0.0,0,Neutral,Neutral
2097,0.0,0,Neutral,Neutral
2098,0.0,0,Neutral,Neutral
2099,1.0,1,Slighty warm,Slighty warm
2100,1.0,0,Slighty warm,Neutral
2101,0.0,0,Neutral,Neutral
2102,-1.0,0,Slighty cool,Neutral
2103,0.0,1,Neutral,Slighty warm
2104,0.0,0,Neutral,Neutral
2105,0.0,0,Neutral,Neutral
2106,1.0,1,Slighty warm,Slighty warm
2107,-1.0,0,Slighty cool,Neutral
2108,-1.0,0,Slighty cool,Neutral
2109,-3.0,0,Cold,Neutral
2110,2.0,0,Warm,Neutral
2111,0.0,0,Neutral,Neutral
2112,1.0,0,Slighty warm,Neutral
2113,1.0,1,Slighty warm,Slighty warm
2114,-1.0,0,Slighty cool,Neutral
2115,1.0,2,Slighty warm,Warm
2116,1.0,1,Slighty warm,Slighty warm
2117,0.0,1,Neutral,Slighty warm
2118,3.0,1,Hot,Slighty warm
2119,-3.0,-1,Cold,Slighty cool
2120,-1.0,0,Slighty cool,Neutral
2121,0.0,0,Neutral,Neutral
2122,-2.0,-1,Cool,Slighty cool
2123,-1.0,0,Slighty cool,Neutral
2124,0.0,0,Neutral,Neutral
2125,-0.0,1,Neutral,Slighty warm
2126,-2.0,0,Cool,Neutral
2127,1.0,1,Slighty warm,Slighty warm
2128,0.0,1,Neutral,Slighty warm
2129,-1.0,0,Slighty cool,Neutral
2130,0.0,0,Neutral,Neutral
2131,-1.0,0,Slighty cool,Neutral
2132,0.0,0,Neutral,Neutral
2133,0.0,-1,Neutral,Slighty cool
2134,0.0,0,Neutral,Neutral
2135,0.0,0,Neutral,Neutral
2136,3.0,1,Hot,Slighty warm
2137,0.0,1,Neutral,Slighty warm
2138,2.0,-1,Warm,Slighty cool
2139,-3.0,-2,Cold,Cool
2140,2.0,1,Warm,Slighty warm
2141,1.0,0,Slighty warm,Neutral
2142,1.0,0,Slighty warm,Neutral
2143,1.0,2,Slighty warm,Warm
2144,0.0,0,Neutral,Neutral
2145,-2.0,-1,Cool,Slighty cool
2146,0.0,0,Neutral,Neutral
2147,-2.0,0,Cool,Neutral
2148,-1.0,0,Slighty cool,Neutral
2149,0.0,0,Neutral,Neutral
2150,0.0,0,Neutral,Neutral
2151,-1.0,0,Slighty cool,Neutral
2152,0.0,1,Neutral,Slighty warm
2153,0.0,1,Neutral,Slighty warm
2154,0.0,1,Neutral,Slighty warm
2155,0.0,1,Neutral,Slighty warm
2156,0.0,0,Neutral,Neutral
2157,-0.0,1,Neutral,Slighty warm
2158,0.0,0,Neutral,Neutral
2159,1.0,1,Slighty warm,Slighty warm
2160,0.0,0,Neutral,Neutral
2161,2.0,1,Warm,Slighty warm
2162,0.0,0,Neutral,Neutral
2163,-1.0,-1,Slighty cool,Slighty cool
2164,-1.0,0,Slighty cool,Neutral
2165,0.0,0,Neutral,Neutral
2166,-1.0,0,Slighty cool,Neutral
2167,1.0,1,Slighty warm,Slighty warm
2168,3.0,1,Hot,Slighty warm
2169,0.0,1,Neutral,Slighty warm
2170,0.0,0,Neutral,Neutral
2171,-1.0,-1,Slighty cool,Slighty cool
2172,0.0,0,Neutral,Neutral
2173,0.0,0,Neutral,Neutral
2174,0.0,0,Neutral,Neutral
2175,-1.0,0,Slighty cool,Neutral
2176,3.0,2,Hot,Warm
2177,0.0,1,Neutral,Slighty warm
2178,1.0,0,Slighty warm,Neutral
2179,0.0,0,Neutral,Neutral
2180,1.0,2,Slighty warm,Warm
2181,0.0,0,Neutral,Neutral
2182,-1.0,0,Slighty cool,Neutral
2183,1.0,0,Slighty warm,Neutral
2184,0.0,0,Neutral,Neutral
2185,0.0,0,Neutral,Neutral
2186,3.0,2,Hot,Warm
2187,-2.0,-1,Cool,Slighty cool
2188,0.0,0,Neutral,Neutral
2189,0.0,1,Neutral,Slighty warm
2190,0.0,0,Neutral,Neutral
2191,0.0,0,Neutral,Neutral
2192,-1.0,0,Slighty cool,Neutral
2193,0.0,1,Neutral,Slighty warm
2194,3.0,0,Hot,Neutral
2195,-1.0,0,Slighty cool,Neutral
2196,-3.0,-1,Cold,Slighty cool
2197,0.0,0,Neutral,Neutral
2198,-1.0,0,Slighty cool,Neutral
2199,0.0,-1,Neutral,Slighty cool
2200,0.0,0,Neutral,Neutral
2201,-1.0,1,Slighty cool,Slighty warm
2202,-2.0,0,Cool,Neutral
2203,0.0,1,Neutral,Slighty warm
2204,-1.0,1,Slighty cool,Slighty warm
2205,-0.0,0,Neutral,Neutral
2206,0.0,0,Neutral,Neutral
2207,0.0,-1,Neutral,Slighty cool
2208,-1.0,0,Slighty cool,Neutral
2209,-2.0,0,Cool,Neutral
2210,0.0,0,Neutral,Neutral
2211,0.0,1,Neutral,Slighty warm
2212,-1.0,-1,Slighty cool,Slighty cool
2213,1.0,1,Slighty warm,Slighty warm
2214,1.0,0,Slighty warm,Neutral
2215,-0.0,1,Neutral,Slighty warm
2216,0.0,0,Neutral,Neutral
2217,-1.0,-1,Slighty cool,Slighty cool
2218,-2.0,0,Cool,Neutral
2219,-2.0,-1,Cool,Slighty cool
2220,-1.0,0,Slighty cool,Neutral
2221,2.0,0,Warm,Neutral
2222,0.0,-1,Neutral,Slighty cool
2223,0.0,0,Neutral,Neutral
2224,-1.0,0,Slighty cool,Neutral
2225,0.0,0,Neutral,Neutral
2226,1.0,0,Slighty warm,Neutral
2227,-1.0,0,Slighty cool,Neutral
2228,-1.0,-1,Slighty cool,Slighty cool
2229,-1.0,-1,Slighty cool,Slighty cool
2230,-2.0,-1,Cool,Slighty cool
2231,1.0,1,Slighty warm,Slighty warm
2232,0.0,0,Neutral,Neutral
2233,0.0,0,Neutral,Neutral
2234,2.0,0,Warm,Neutral
2235,-1.0,0,Slighty cool,Neutral
2236,-1.0,0,Slighty cool,Neutral
2237,1.0,1,Slighty warm,Slighty warm
2238,0.0,0,Neutral,Neutral
2239,2.0,1,Warm,Slighty warm
2240,0.0,0,Neutral,Neutral
2241,3.0,1,Hot,Slighty warm
2242,0.0,-1,Neutral,Slighty cool
2243,0.0,0,Neutral,Neutral
2244,0.0,0,Neutral,Neutral
2245,0.0,0,Neutral,Neutral
2246,1.0,0,Slighty warm,Neutral
2247,1.0,-1,Slighty warm,Slighty cool
2248,2.0,0,Warm,Neutral
2249,1.0,1,Slighty warm,Slighty warm
2250,1.0,0,Slighty warm,Neutral
2251,1.0,0,Slighty warm,Neutral
2252,3.0,1,Hot,Slighty warm
2253,-1.0,0,Slighty cool,Neutral
2254,3.0,2,Hot,Warm
2255,1.0,0,Slighty warm,Neutral
2256,0.0,0,Neutral,Neutral
2257,3.0,2,Hot,Warm
2258,0.0,0,Neutral,Neutral
2259,0.0,0,Neutral,Neutral
2260,0.0,0,Neutral,Neutral
2261,0.0,1,Neutral,Slighty warm
2262,2.0,0,Warm,Neutral
2263,-2.0,0,Cool,Neutral
2264,-1.0,0,Slighty cool,Neutral
2265,0.0,0,Neutral,Neutral
2266,0.0,0,Neutral,Neutral
2267,-1.0,-1,Slighty cool,Slighty cool
2268,-3.0,-1,Cold,Slighty cool
2269,1.0,0,Slighty warm,Neutral
2270,3.0,1,Hot,Slighty warm
2271,0.0,0,Neutral,Neutral
2272,0.0,0,Neutral,Neutral
2273,0.0,-1,Neutral,Slighty cool
2274,0.0,0,Neutral,Neutral
2275,1.0,0,Slighty warm,Neutral
2276,0.0,0,Neutral,Neutral
2277,1.0,1,Slighty warm,Slighty warm
2278,1.0,-1,Slighty warm,Slighty cool
2279,0.0,1,Neutral,Slighty warm
2280,0.0,1,Neutral,Slighty warm
2281,1.0,1,Slighty warm,Slighty warm
2282,-2.0,0,Cool,Neutral
2283,1.0,0,Slighty warm,Neutral
2284,1.0,2,Slighty warm,Warm
2285,0.0,0,Neutral,Neutral
2286,2.0,1,Warm,Slighty warm
2287,0.0,0,Neutral,Neutral
2288,1.0,0,Slighty warm,Neutral
2289,-1.0,0,Slighty cool,Neutral
2290,1.0,1,Slighty warm,Slighty warm
2291,-2.0,0,Cool,Neutral
2292,0.0,0,Neutral,Neutral
2293,0.0,0,Neutral,Neutral
2294,-1.0,0,Slighty cool,Neutral
2295,-1.0,0,Slighty cool,Neutral
2296,0.0,0,Neutral,Neutral
2297,-1.0,0,Slighty cool,Neutral
2298,-2.0,0,Cool,Neutral
2299,-0.0,0,Neutral,Neutral
2300,-1.0,0,Slighty cool,Neutral
2301,0.0,0,Neutral,Neutral
2302,0.0,0,Neutral,Neutral
2303,0.0,0,Neutral,Neutral
2304,-1.0,0,Slighty cool,Neutral
2305,2.0,1,Warm,Slighty warm
2306,0.0,1,Neutral,Slighty warm
2307,-1.0,0,Slighty cool,Neutral
2308,0.0,0,Neutral,Neutral
2309,-1.0,-1,Slighty cool,Slighty cool
2310,3.0,1,Hot,Slighty warm
2311,0.0,0,Neutral,Neutral
2312,-1.0,0,Slighty cool,Neutral
2313,0.0,0,Neutral,Neutral
2314,1.0,1,Slighty warm,Slighty warm
2315,-0.0,0,Neutral,Neutral
2316,2.0,1,Warm,Slighty warm
2317,0.0,0,Neutral,Neutral
2318,0.0,0,Neutral,Neutral
2319,0.0,0,Neutral,Neutral
2320,2.0,0,Warm,Neutral
2321,2.0,0,Warm,Neutral
2322,0.0,0,Neutral,Neutral
2323,-2.0,-1,Cool,Slighty cool
2324,0.0,0,Neutral,Neutral
2325,-3.0,-2,Cold,Cool
2326,0.0,0,Neutral,Neutral
2327,1.0,2,Slighty warm,Warm
2328,-1.0,0,Slighty cool,Neutral
2329,0.0,0,Neutral,Neutral
2330,1.0,0,Slighty warm,Neutral
2331,0.0,-1,Neutral,Slighty cool
2332,0.0,0,Neutral,Neutral
2333,0.0,0,Neutral,Neutral
2334,2.0,1,Warm,Slighty warm
2335,0.0,0,Neutral,Neutral
2336,3.0,0,Hot,Neutral
2337,0.0,0,Neutral,Neutral
2338,0.0,0,Neutral,Neutral
2339,3.0,1,Hot,Slighty warm
2340,2.0,0,Warm,Neutral
2341,2.0,0,Warm,Neutral
2342,-1.0,0,Slighty cool,Neutral
2343,1.0,1,Slighty warm,Slighty warm
2344,0.0,0,Neutral,Neutral
2345,-1.0,0,Slighty cool,Neutral
2346,0.0,-1,Neutral,Slighty cool
2347,0.0,0,Neutral,Neutral
2348,0.0,0,Neutral,Neutral
2349,0.0,1,Neutral,Slighty warm
2350,1.0,0,Slighty warm,Neutral
2351,0.0,0,Neutral,Neutral
2352,0.0,0,Neutral,Neutral
2353,-1.0,0,Slighty cool,Neutral
2354,-0.0,-1,Neutral,Slighty cool
2355,-1.0,1,Slighty cool,Slighty warm
2356,1.0,0,Slighty warm,Neutral
2357,2.0,0,Warm,Neutral
2358,0.0,-1,Neutral,Slighty cool
2359,1.0,0,Slighty warm,Neutral
2360,1.0,0,Slighty warm,Neutral
2361,-1.0,0,Slighty cool,Neutral
2362,-1.0,-1,Slighty cool,Slighty cool
2363,-1.0,1,Slighty cool,Slighty warm
2364,0.0,-1,Neutral,Slighty cool
2365,-0.0,1,Neutral,Slighty warm
2366,1.0,1,Slighty warm,Slighty warm
2367,0.0,2,Neutral,Warm
2368,0.0,-1,Neutral,Slighty cool
2369,0.0,0,Neutral,Neutral
2370,-1.0,0,Slighty cool,Neutral
2371,1.0,1,Slighty warm,Slighty warm
2372,-1.0,-1,Slighty cool,Slighty cool
2373,2.0,0,Warm,Neutral
2374,-3.0,-1,Cold,Slighty cool
2375,0.0,1,Neutral,Slighty warm
2376,-0.0,0,Neutral,Neutral
2377,0.0,1,Neutral,Slighty warm
2378,3.0,0,Hot,Neutral
2379,0.0,0,Neutral,Neutral
2380,1.0,0,Slighty warm,Neutral
2381,2.0,2,Warm,Warm
2382,3.0,1,Hot,Slighty warm
2383,1.0,0,Slighty warm,Neutral
2384,1.0,1,Slighty warm,Slighty warm
2385,-2.0,0,Cool,Neutral
2386,1.0,0,Slighty warm,Neutral
2387,0.0,2,Neutral,Warm
2388,0.0,0,Neutral,Neutral
2389,2.0,0,Warm,Neutral
2390,0.0,-1,Neutral,Slighty cool
2391,0.0,0,Neutral,Neutral
2392,2.0,2,Warm,Warm
2393,0.0,0,Neutral,Neutral
2394,0.0,0,Neutral,Neutral
2395,2.0,0,Warm,Neutral
2396,0.0,0,Neutral,Neutral
2397,-2.0,0,Cool,Neutral
2398,0.0,1,Neutral,Slighty warm
2399,1.0,0,Slighty warm,Neutral
2400,2.0,1,Warm,Slighty warm
2401,-1.0,-1,Slighty cool,Slighty cool
2402,-1.0,-1,Slighty cool,Slighty cool
2403,-0.0,0,Neutral,Neutral
2404,1.0,1,Slighty warm,Slighty warm
2405,0.0,0,Neutral,Neutral
2406,1.0,0,Slighty warm,Neutral
2407,-1.0,0,Slighty cool,Neutral
2408,0.0,0,Neutral,Neutral
2409,-1.0,0,Slighty cool,Neutral
2410,0.0,0,Neutral,Neutral
2411,1.0,1,Slighty warm,Slighty warm
2412,2.0,0,Warm,Neutral
2413,-3.0,-1,Cold,Slighty cool
2414,0.0,0,Neutral,Neutral
2415,-1.0,0,Slighty cool,Neutral
2416,0.0,0,Neutral,Neutral
2417,1.0,0,Slighty warm,Neutral
2418,0.0,0,Neutral,Neutral
2419,-2.0,0,Cool,Neutral
2420,0.0,0,Neutral,Neutral
2421,1.0,0,Slighty warm,Neutral
2422,0.0,0,Neutral,Neutral
2423,1.0,1,Slighty warm,Slighty warm
2424,1.0,0,Slighty warm,Neutral
2425,-1.0,-1,Slighty cool,Slighty cool
2426,-1.0,0,Slighty cool,Neutral
2427,-0.0,0,Neutral,Neutral
2428,0.0,0,Neutral,Neutral
2429,0.0,1,Neutral,Slighty warm
2430,-2.0,0,Cool,Neutral
2431,1.0,0,Slighty warm,Neutral
2432,1.0,1,Slighty warm,Slighty warm
2433,1.0,0,Slighty warm,Neutral
2434,0.0,0,Neutral,Neutral
2435,0.0,0,Neutral,Neutral
2436,0.0,1,Neutral,Slighty warm
2437,0.0,0,Neutral,Neutral
2438,0.0,0,Neutral,Neutral
2439,0.0,0,Neutral,Neutral
2440,0.0,0,Neutral,Neutral
2441,-0.0,0,Neutral,Neutral
2442,1.0,-1,Slighty warm,Slighty cool
2443,2.0,1,Warm,Slighty warm
2444,-1.0,0,Slighty cool,Neutral
2445,-3.0,-1,Cold,Slighty cool
2446,0.0,0,Neutral,Neutral
2447,0.0,-1,Neutral,Slighty cool
2448,-1.0,0,Slighty cool,Neutral
2449,2.0,1,Warm,Slighty warm
2450,0.0,0,Neutral,Neutral
2451,0.0,0,Neutral,Neutral
2452,1.0,1,Slighty warm,Slighty warm
2453,0.0,0,Neutral,Neutral
2454,0.0,0,Neutral,Neutral
2455,0.0,1,Neutral,Slighty warm
2456,0.0,0,Neutral,Neutral
2457,2.0,0,Warm,Neutral
2458,0.0,-1,Neutral,Slighty cool
2459,0.0,1,Neutral,Slighty warm
2460,3.0,2,Hot,Warm
2461,-0.0,1,Neutral,Slighty warm
2462,0.0,0,Neutral,Neutral
2463,2.0,0,Warm,Neutral
2464,0.0,2,Neutral,Warm
2465,1.0,1,Slighty warm,Slighty warm
2466,-1.0,0,Slighty cool,Neutral
2467,0.0,-1,Neutral,Slighty cool
2468,0.0,0,Neutral,Neutral
2469,-1.0,-1,Slighty cool,Slighty cool
2470,0.0,1,Neutral,Slighty warm
2471,0.0,1,Neutral,Slighty warm
2472,-2.0,-1,Cool,Slighty cool
2473,-3.0,0,Cold,Neutral
2474,0.0,0,Neutral,Neutral
2475,0.0,1,Neutral,Slighty warm
2476,0.0,0,Neutral,Neutral
2477,0.0,0,Neutral,Neutral
2478,2.0,0,Warm,Neutral
2479,0.0,0,Neutral,Neutral
2480,0.0,0,Neutral,Neutral
2481,0.0,0,Neutral,Neutral
2482,0.0,0,Neutral,Neutral
2483,0.0,2,Neutral,Warm
2484,-1.0,-1,Slighty cool,Slighty cool
2485,0.0,0,Neutral,Neutral
2486,-1.0,0,Slighty cool,Neutral
2487,0.0,0,Neutral,Neutral
2488,0.0,1,Neutral,Slighty warm
2489,3.0,1,Hot,Slighty warm
2490,-1.0,0,Slighty cool,Neutral
2491,0.0,0,Neutral,Neutral
2492,-1.0,0,Slighty cool,Neutral
2493,1.0,0,Slighty warm,Neutral
2494,2.0,0,Warm,Neutral
2495,0.0,0,Neutral,Neutral
2496,3.0,2,Hot,Warm
2497,-0.0,0,Neutral,Neutral
2498,2.0,0,Warm,Neutral
2499,-3.0,0,Cold,Neutral
2500,1.0,1,Slighty warm,Slighty warm
2501,3.0,1,Hot,Slighty warm
2502,1.0,0,Slighty warm,Neutral
2503,0.0,0,Neutral,Neutral
2504,3.0,2,Hot,Warm
2505,-1.0,-1,Slighty cool,Slighty cool
2506,1.0,0,Slighty warm,Neutral
2507,0.0,-1,Neutral,Slighty cool
2508,-1.0,0,Slighty cool,Neutral
2509,1.0,0,Slighty warm,Neutral
2510,2.0,1,Warm,Slighty warm
2511,-1.0,0,Slighty cool,Neutral
2512,0.0,0,Neutral,Neutral
2513,0.0,0,Neutral,Neutral
2514,0.0,1,Neutral,Slighty warm
2515,1.0,-1,Slighty warm,Slighty cool
2516,0.0,0,Neutral,Neutral
2517,1.0,1,Slighty warm,Slighty warm
2518,-2.0,-2,Cool,Cool
2519,0.0,0,Neutral,Neutral
2520,0.0,0,Neutral,Neutral
2521,1.0,0,Slighty warm,Neutral
2522,0.0,-1,Neutral,Slighty cool
2523,0.0,0,Neutral,Neutral
2524,3.0,1,Hot,Slighty warm
2525,2.0,1,Warm,Slighty warm
2526,-0.0,0,Neutral,Neutral
2527,0.0,0,Neutral,Neutral
2528,3.0,1,Hot,Slighty warm
2529,0.0,0,Neutral,Neutral
2530,-0.0,1,Neutral,Slighty warm
2531,2.0,1,Warm,Slighty warm
2532,0.0,0,Neutral,Neutral
2533,1.0,1,Slighty warm,Slighty warm
2534,-2.0,0,Cool,Neutral
2535,2.0,1,Warm,Slighty warm
2536,-1.0,0,Slighty cool,Neutral
2537,1.0,1,Slighty warm,Slighty warm
2538,-1.0,0,Slighty cool,Neutral
2539,1.0,1,Slighty warm,Slighty warm
2540,0.0,0,Neutral,Neutral
2541,0.0,0,Neutral,Neutral
2542,0.0,0,Neutral,Neutral
2543,-1.0,0,Slighty cool,Neutral
2544,-0.0,0,Neutral,Neutral
2545,2.0,0,Warm,Neutral
2546,1.0,0,Slighty warm,Neutral
2547,-1.0,0,Slighty cool,Neutral
2548,0.0,1,Neutral,Slighty warm
2549,-1.0,0,Slighty cool,Neutral
2550,-0.0,1,Neutral,Slighty warm
2551,2.0,0,Warm,Neutral
2552,-1.0,0,Slighty cool,Neutral
2553,1.0,1,Slighty warm,Slighty warm
2554,-1.0,0,Slighty cool,Neutral
2555,-1.0,0,Slighty cool,Neutral
2556,1.0,1,Slighty warm,Slighty warm
2557,0.0,0,Neutral,Neutral
2558,-1.0,0,Slighty cool,Neutral
2559,3.0,2,Hot,Warm
2560,-2.0,0,Cool,Neutral
2561,0.0,0,Neutral,Neutral
2562,-2.0,0,Cool,Neutral
2563,0.0,0,Neutral,Neutral
2564,0.0,0,Neutral,Neutral
2565,-2.0,0,Cool,Neutral
2566,2.0,1,Warm,Slighty warm
2567,1.0,0,Slighty warm,Neutral
2568,0.0,1,Neutral,Slighty warm
2569,0.0,0,Neutral,Neutral
2570,0.0,1,Neutral,Slighty warm
2571,-2.0,0,Cool,Neutral
2572,0.0,0,Neutral,Neutral
2573,2.0,0,Warm,Neutral
2574,0.0,0,Neutral,Neutral
2575,0.0,-1,Neutral,Slighty cool
2576,1.0,0,Slighty warm,Neutral
2577,1.0,0,Slighty warm,Neutral
2578,1.0,1,Slighty warm,Slighty warm
2579,-1.0,1,Slighty cool,Slighty warm
2580,-1.0,-1,Slighty cool,Slighty cool
2581,-1.0,-1,Slighty cool,Slighty cool
2582,3.0,0,Hot,Neutral
2583,0.0,0,Neutral,Neutral
2584,0.0,0,Neutral,Neutral
2585,0.0,0,Neutral,Neutral
2586,1.0,2,Slighty warm,Warm
2587,-1.0,0,Slighty cool,Neutral
2588,0.0,0,Neutral,Neutral
2589,-2.0,-1,Cool,Slighty cool
2590,1.0,0,Slighty warm,Neutral
2591,0.0,0,Neutral,Neutral
2592,-2.0,-1,Cool,Slighty cool
2593,0.0,1,Neutral,Slighty warm
2594,1.0,1,Slighty warm,Slighty warm
2595,0.0,0,Neutral,Neutral
2596,3.0,2,Hot,Warm
2597,0.0,0,Neutral,Neutral
2598,0.0,0,Neutral,Neutral
2599,-1.0,0,Slighty cool,Neutral
2600,1.0,1,Slighty warm,Slighty warm
2601,2.0,0,Warm,Neutral
2602,-0.0,-1,Neutral,Slighty cool
2603,-1.0,0,Slighty cool,Neutral
2604,0.0,0,Neutral,Neutral
2605,0.0,1,Neutral,Slighty warm
2606,0.0,0,Neutral,Neutral
2607,-1.0,0,Slighty cool,Neutral
2608,1.0,0,Slighty warm,Neutral
2609,2.0,1,Warm,Slighty warm
2610,0.0,1,Neutral,Slighty warm
2611,2.0,1,Warm,Slighty warm
2612,0.0,0,Neutral,Neutral
2613,3.0,0,Hot,Neutral
2614,0.0,0,Neutral,Neutral
2615,-1.0,0,Slighty cool,Neutral
2616,0.0,0,Neutral,Neutral
2617,0.0,0,Neutral,Neutral
2618,-1.0,0,Slighty cool,Neutral
2619,-0.0,0,Neutral,Neutral
2620,3.0,0,Hot,Neutral
2621,3.0,2,Hot,Warm
2622,0.0,1,Neutral,Slighty warm
2623,0.0,1,Neutral,Slighty warm
2624,0.0,0,Neutral,Neutral
2625,-1.0,-1,Slighty cool,Slighty cool
2626,-0.0,0,Neutral,Neutral
2627,2.0,1,Warm,Slighty warm
2628,0.0,1,Neutral,Slighty warm
2629,3.0,0,Hot,Neutral
2630,0.0,0,Neutral,Neutral
2631,1.0,-1,Slighty warm,Slighty cool
2632,1.0,0,Slighty warm,Neutral
2633,3.0,1,Hot,Slighty warm
2634,0.0,0,Neutral,Neutral
2635,0.0,1,Neutral,Slighty warm
2636,3.0,1,Hot,Slighty warm
2637,0.0,0,Neutral,Neutral
2638,0.0,0,Neutral,Neutral
2639,-1.0,0,Slighty cool,Neutral
2640,3.0,0,Hot,Neutral
2641,2.0,1,Warm,Slighty warm
2642,1.0,0,Slighty warm,Neutral
2643,0.0,0,Neutral,Neutral
2644,-1.0,0,Slighty cool,Neutral
2645,0.0,1,Neutral,Slighty warm
2646,-1.0,0,Slighty cool,Neutral
2647,0.0,0,Neutral,Neutral
2648,3.0,1,Hot,Slighty warm
2649,0.0,0,Neutral,Neutral
2650,-1.0,0,Slighty cool,Neutral
2651,0.0,0,Neutral,Neutral
2652,-1.0,-1,Slighty cool,Slighty cool
2653,0.0,0,Neutral,Neutral
2654,-2.0,-1,Cool,Slighty cool
2655,0.0,0,Neutral,Neutral
2656,1.0,-1,Slighty warm,Slighty cool
2657,-1.0,0,Slighty cool,Neutral
2658,2.0,1,Warm,Slighty warm
2659,0.0,0,Neutral,Neutral
2660,-1.0,-1,Slighty cool,Slighty cool
2661,0.0,1,Neutral,Slighty warm
2662,0.0,1,Neutral,Slighty warm
2663,0.0,1,Neutral,Slighty warm
2664,0.0,0,Neutral,Neutral
2665,0.0,-1,Neutral,Slighty cool
2666,1.0,0,Slighty warm,Neutral
2667,0.0,0,Neutral,Neutral
2668,2.0,0,Warm,Neutral
2669,1.0,1,Slighty warm,Slighty warm
2670,-1.0,-1,Slighty cool,Slighty cool
2671,0.0,0,Neutral,Neutral
2672,0.0,0,Neutral,Neutral
2673,3.0,2,Hot,Warm
2674,-1.0,0,Slighty cool,Neutral
2675,0.0,1,Neutral,Slighty warm
2676,0.0,0,Neutral,Neutral
2677,0.0,1,Neutral,Slighty warm
2678,1.0,1,Slighty warm,Slighty warm
2679,-3.0,-1,Cold,Slighty cool
2680,-0.0,0,Neutral,Neutral
2681,-1.0,0,Slighty cool,Neutral
2682,1.0,1,Slighty warm,Slighty warm
2683,0.0,0,Neutral,Neutral
2684,-0.0,0,Neutral,Neutral
2685,0.0,0,Neutral,Neutral
2686,0.0,-1,Neutral,Slighty cool
2687,0.0,1,Neutral,Slighty warm
2688,0.0,0,Neutral,Neutral
2689,0.0,0,Neutral,Neutral
2690,1.0,0,Slighty warm,Neutral
2691,-1.0,1,Slighty cool,Slighty warm
2692,0.0,0,Neutral,Neutral
2693,1.0,0,Slighty warm,Neutral
2694,0.0,0,Neutral,Neutral
2695,0.0,0,Neutral,Neutral
2696,1.0,0,Slighty warm,Neutral
2697,0.0,0,Neutral,Neutral
2698,-0.0,-1,Neutral,Slighty cool
2699,-1.0,-1,Slighty cool,Slighty cool
2700,-1.0,-1,Slighty cool,Slighty cool
2701,-2.0,0,Cool,Neutral
2702,1.0,0,Slighty warm,Neutral
2703,3.0,2,Hot,Warm
2704,0.0,0,Neutral,Neutral
2705,1.0,-1,Slighty warm,Slighty cool
2706,-1.0,0,Slighty cool,Neutral
2707,-1.0,-1,Slighty cool,Slighty cool
2708,0.0,0,Neutral,Neutral
2709,-1.0,0,Slighty cool,Neutral
2710,1.0,1,Slighty warm,Slighty warm
2711,1.0,1,Slighty warm,Slighty warm
2712,-1.0,0,Slighty cool,Neutral
2713,0.0,1,Neutral,Slighty warm
2714,2.0,1,Warm,Slighty warm
2715,0.0,0,Neutral,Neutral
2716,2.0,0,Warm,Neutral
2717,-0.0,1,Neutral,Slighty warm
2718,0.0,0,Neutral,Neutral
2719,0.0,0,Neutral,Neutral
2720,0.0,0,Neutral,Neutral
2721,-1.0,0,Slighty cool,Neutral
2722,0.0,0,Neutral,Neutral
2723,1.0,0,Slighty warm,Neutral
2724,0.0,0,Neutral,Neutral
2725,0.0,0,Neutral,Neutral
2726,0.0,0,Neutral,Neutral
2727,1.0,0,Slighty warm,Neutral
2728,-1.0,0,Slighty cool,Neutral
2729,1.0,1,Slighty warm,Slighty warm
2730,0.0,0,Neutral,Neutral
2731,0.0,0,Neutral,Neutral
2732,3.0,0,Hot,Neutral
2733,-1.0,1,Slighty cool,Slighty warm
2734,-1.0,0,Slighty cool,Neutral
2735,-1.0,0,Slighty cool,Neutral
2736,-1.0,0,Slighty cool,Neutral
2737,0.0,0,Neutral,Neutral
2738,0.0,0,Neutral,Neutral
2739,-1.0,1,Slighty cool,Slighty warm
2740,0.0,0,Neutral,Neutral
2741,-1.0,1,Slighty cool,Slighty warm
2742,0.0,1,Neutral,Slighty warm
2743,-1.0,0,Slighty cool,Neutral
2744,1.0,2,Slighty warm,Warm
2745,0.0,0,Neutral,Neutral
2746,0.0,-1,Neutral,Slighty cool
2747,0.0,0,Neutral,Neutral
2748,0.0,0,Neutral,Neutral
2749,1.0,1,Slighty warm,Slighty warm
2750,0.0,0,Neutral,Neutral
2751,-1.0,0,Slighty cool,Neutral
2752,0.0,0,Neutral,Neutral
2753,0.0,0,Neutral,Neutral
2754,0.0,1,Neutral,Slighty warm
2755,3.0,2,Hot,Warm
2756,0.0,0,Neutral,Neutral
2757,0.0,0,Neutral,Neutral
2758,1.0,0,Slighty warm,Neutral
2759,-1.0,0,Slighty cool,Neutral
2760,0.0,0,Neutral,Neutral
2761,3.0,1,Hot,Slighty warm
2762,-1.0,0,Slighty cool,Neutral
2763,-3.0,-1,Cold,Slighty cool
2764,-1.0,-1,Slighty cool,Slighty cool
2765,0.0,0,Neutral,Neutral
2766,1.0,1,Slighty warm,Slighty warm
